resume_id,resume_title,job_id,job_title,resume_skill_count,job_skill_count,jaccard_similarity,tfidf_cosine,embedding_cosine,job_skill_coverage,avg_max_skill_similarity,resume_skills,job_skills,aggregated_target
2201,resume_2201,3902944011,Senior Automation Engineer - Power Systems,44,28,0.014084507042253521,0.18828635422252485,0.39823646968980797,0.03571428571428571,0.5265346500079707,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,electrical power systems | ac drive technology | active front end afe systems | plc programming | generator controls | switchboards | dc drives | motor control systems | panel boards | power system simulations | power system analysis | harmonics analysis | power quality metrics | microgrid design | utility power systems | commissioning | field support troubleshooting | fieldbus communication protocols | autocad electrical | variable frequency drives vfd | ge and siemens drive systems | microsoft office suite | written and verbal communication | teamwork | project management | safety practices | travel | on call availability,0.2325712533353686
2201,resume_2201,3901960222,DISH Installation Technician - Field,44,16,0.034482758620689655,0.16719074127733197,0.2557051887936402,0.125,0.5468893163903815,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,customer service | rapport building | communication skills | technical installation | smart home installation | satellite tv installation | field service | height safety | heavy lifting | valid drivers license | driving record compliance | allweather work capability | problem solving | adaptability | grit | tenacity,0.22585360101640867
2201,resume_2201,3900944095,Order Builder,44,17,0.0,0.15527336808891887,0.2930515845631443,0.0,0.5258806242074094,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,forklift operation | electric pallet jack operation | pallet jack operation | order picking | inventory counting | material handling | equipment inspection | record keeping | safety compliance | physical stamina | english communication | adaptability | initiative | attendance reliability | flexible scheduling | order fulfillment | warehouse logistics,0.19484111537189452
2201,resume_2201,3903878594,"Mountain Multimedia Journalist, KMGH",44,24,0.0,0.18959350917958043,0.2953191924338804,0.0,0.5278097112980741,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,multimedia journalism | video shooting | photography | video editing | final cut pro | non linear editing | broadcast camera operation | ap style writing | broadcast writing | news gathering | interviewing | research | story development | content management | website publishing | computer literacy | newsroom computer systems | live reporting | mobile broadcast | team collaboration | deadline management | self motivation | physical stamina | valid drivers license,0.20254448258230698
2201,resume_2201,3905670593,Licensed Practical Nurse (LPN),44,13,0.0,0.1464800803913465,0.23062417578348324,0.0,0.5229552857220594,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,licensed practical nurse lpn certification | patient care | adult and pediatric care | electronic charting | alayacare ehr software | clinical support by phone | flexible scheduling | time management | communication | preventive care | onthejob training | simulation lab training | home health care,0.18001190837937783
2201,resume_2201,3901967275,Human Resources Project Manager,44,20,0.0,0.11381212601935108,0.31754466284151434,0.0,0.6013864820506813,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,hr project management | smartsheet or similar project management tools | hr training program development | hr communications | confidential information handling | employee event management | senior leadership collaboration | stakeholder management | change management | learning and development | team building | onboarding | risk management | issue management | mitigation planning | project documentation | meeting facilitation | relationship management | shrm cp certification | pmp certification,0.20654865418230936
2201,resume_2201,3901373261,Clinical Paramedic,44,30,0.027777777777777776,0.22570502368185064,0.3054314071871935,0.06666666666666667,0.5564900977146775,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,venipuncture | blood specimen collection | drug and alcohol specimen collection | spirometry | first aid certification | cpr aed certification | emergency medical response | osha compliance | hipaa compliance | occupational health services | medical surveillance examinations | patient evaluation | communication skills | customer service | problem solving | analytical skills | attention to detail | prioritization | multitasking | flexibility | tact and diplomacy | team collaboration | administrative support | inventory management | training and education delivery | paramedic licensure | drug collection certification | breath alcohol testing certification | knowledge of osha dot ada fmla workers compensation regulations | electronic medical record emr usage,0.23641419460563323
2201,resume_2201,3903459065,CCTV/Access Control Installer (regional travel),44,17,0.0,0.08035937053992966,0.2499021376542646,0.0,0.4379190502561408,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,cctv | video surveillance | access control systems | alarm systems | electronic security installation | low voltage systems | digital video recorder dvr | lenel | bosch | honeywell | verint | march networks | hanwha | dmp | selfstarter | independent work | travel flexibility,0.15363611169006702
2201,resume_2201,3902915545,Java Architect,44,26,0.0,0.16312919351132169,0.32290403577026683,0.0,0.49221918479236293,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,java | object oriented programming oop | restful api architecture | spring boot | spring security | spring data | spring mvc | unit testing | integration testing | behavior driven development bdd testing | relational database management systems rdbms | microsoft sql server | technical documentation | performance analysis | application tuning | design patterns | microservice architecture | enterprise integration patterns eip | apache camel | spring integration | kubernetes | nosql databases | kx technology | capital markets | managed services | consulting,0.1956504828147903
2201,resume_2201,3901947295,Laboratory Operations (LabOps) Project Manager,44,28,0.014084507042253521,0.16274759158075006,0.32153728841538287,0.03571428571428571,0.6003924018461387,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,project management | laboratory operations | analytical instrumentation | equipment qualification | software qualification | crossfunctional team leadership | metrology | validation | quality control qc | analytical development | facilities operations | process improvement | procurement | quote management | work order management | purchase order management | vendor management | shipping coordination | site planning | engineering requirements | gmp compliance | document review | microsoft project | work breakdown structure wbs | microsoft teams | powerpoint presentation | communication skills | meeting facilitation,0.2268952149197622
